,type,id,lat,lon,tags_amenity,tags_name,tags_addr:city,tags_addr:housenumber,tags_addr:postcode,tags_addr:street,tags_fax,tags_internet_access,tags_operator,tags_phone,tags_rooms,tags_source:pkey,tags_stars,tags_tourism,tags_website,tags_ref:gds:amadeus,tags_ref:gds:galileo,tags_ref:gds:sabre,tags_ref:gds:worldspan,tags_wheelchair,tags_source,tags_wikidata,tags_wikipedia,tags_internet_access:fee,tags_addr:unit,tags_ref:rnt,tags_smoking,tags_addr:country,tags_addr:place,tags_cuisine,tags_menu:url,tags_name:zh,tags_opening_hours,tags_shop,tags_start_date,tags_toilets:wheelchair,tags_description,tags_email,tags_name:ca,tags_name:es,tags_name:pt,tags_url,tags_information,tags_note,tags_fixme,tags_artist_name,tags_artwork_subject,tags_exhibit,tags_historic,tags_material,tags_subject:wikidata,tags_subject:wikipedia,tags_atm,tags_name:en,tags_public_transport,tags_tourist_train,tags_outdoor_seating,tags_addr:housename,tags_artwork_type,tags_memorial,tags_name:de,tags_contact:email,tags_contact:fax,tags_contact:phone,tags_contact:website,tags_museum,tags_name:pl,tags_alt_name,tags_wheelchair:description,tags_diet:vegetarian,tags_int_name,tags_old_name,tags_name:fr,tags_ref:gds:dhisco,tags_addr:flats,tags_brand,tags_brand:wikidata,tags_brand:wikipedia,tags_facebook,tags_takeaway,tags_delivery,tags_amenity_1,tags_payment:credit_cards,tags_payment:cash,tags_diet:vegan,tags_capacity,tags_mapillary,tags_survey:date,tags_theme,tags_check_date:opening_hours,tags_music_genre,tags_guest_house,tags_opening_hours:covid19,tags_denotation,tags_genus,tags_leaf_cycle,tags_leaf_type,tags_monument,tags_natural,tags_protected,tags_species,tags_species:pt,tags_species:wikidata,tags_species:wikipedia,tags_branch,tags_name:it,tags_source:name,tags_payment:american_express,tags_payment:mastercard,tags_payment:notes,tags_payment:visa_debit,tags_payment:visa_electron,tags_contact:facebook,tags_number_of_apartments,tags_board_type,tags_map_size,tags_map_type,tags_pastelaria,tags_covered,tags_reservation,tags_building,tags_payment:bitcoin,tags_payment:litecoin,tags_changing_table,tags_ref:gds:apolo,tags_level,tags_diet:halal,tags_payment:debit_cards,tags_breakfast,tags_name:ru,tags_phone_1,tags_phone_2,tags_addr:housenumber_1,tags_drive_in,tags_microbrewery,tags_organic,tags_payment:cryptocurrencies,tags_payment:electronic_purses,tags_cod_act_econ,tags_contact:whatsapp,tags_building:levels,tags_nif:pt,tags_addr:suburb,tags_addr:district,tags_fee,tags_addr:door,tags_air_conditioning,tags_bar,tags_bicycle,tags_hiking,tags_ref,tags_craft,tags_beds,tags_contact:pinterest,tags_contact:twitter,tags_contact:youtube,tags_ref:gds:pegasus,tags_horse,tags_check_date,tags_indoor_seating,tags_parking,tags_short_name,tags_ref:vatin,tags_contact:instagram,tags_cod_post_3,tags_cod_post_4,tags_addr:floor,tags_name:signed,tags_credit_cards,tags_historic:civilization,tags_historic:period,tags_site_type,tags_aerialway,tags_denomination,tags_geological,tags_Note,tags_layer,tags_place,tags_name:nl,tags_internet_access:ssid,tags_mobile,tags_drink:wine,tags_official_name,tags_mtb,tags_contact:mobile,tags_advertising,tags_man_made,tags_toilets,tags_ele,tags_pets_allowed,tags_guidepost,tags_message,tags_attached_to,tags_guide_type,tags_height,tags_location,tags_route_marker,tags_diet:gluten_free,tags_fireplace,tags_name:ko,tags_inscription,tags_payment:maestro,tags_GlobalID,tags_bench,tags_bin,tags_bus,tags_highway,tags_shelter,tags_drinking_water,tags_departures_board,tags_information:public_transport,tags_passenger_information_display,tags_payment:coins,tags_toilets:access,tags_brewery,tags_name:ja,tags_description:en,tags_direction,tags_access,tags_content,tags_water,tags_barrier,tags_tomb,tags_diet:meat,tags_diet:omnivore,tags_diet:pescetarian,tags_payment:card,tags_destination,tags_artist:wikidata,tags_image,tags_playground,tags_source:url,tags_diet:lactose_free,tags_opening_hours:url,tags_highchair,tags_payment:app,tags_payment:cards,tags_payment:contactless,tags_payment:visa
2045,node,6263461334,38.7091002,-9.1309387,,Porta do Furadouro,,,,,,,Porta do Furadouro,,,,,information,,,,,,,,,,,,,,,,,,,,,,,Muralhas de Lisboa,,,,,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,site,scheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,9/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,node,6263462488,38.7089376,-9.1322528,,Arco da Conceição,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,Muralhas de Lisboa,,,,,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,site,scheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,11/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,node,6263466881,38.7101584,-9.1345088,,Porta do Ferro,,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,Muralhas de Lisboa,,,,,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,site,scheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,15/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,node,6263472503,38.7102525,-9.1295689,,Postigo de São Pedro,,,,,,,,,,,,information,,,,,,,,,pt:Porta de São Pedro,,,,,,,,,,,,,,Muralhas de Lisboa,,,,,,map,,,,,,,,,,,,,,,,,,,,,,,,,Porta de São Pedro,,,,Porta de Alfama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,site,scheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,node,6263567387,38.7112551,-9.1282378,,,,,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historic,,,stone,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,node,6263969385,38.7115644,-9.1444781,,,,,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,node,6264023682,38.7114331,-9.14402,,Registo de azulejos com São Marçal,Lisboa,21,,Travessa da Espera,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-sao-marcal-tv-espera-21,,,,,,,,,,,,,PT,,,,,,,~1755-1790,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,node,6264297142,38.7107124,-9.1292634,,"Registo da Aparição da Virgem a São Domingos, oferecendo-lhe o Rosário",Lisboa,12,,Rua de São Miguel,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-da-aparicao-da-virgem-a-sao-domingos-oferecendo-lhe-o-rosario-rsmiguel12,,,,,,,,,,,,,PT,,,,,,,~1755-1790,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,node,6264307065,38.7105222,-9.1494752,,Registo de azulejos com a Sagrada Família no regresso do Egito/São Marçal,Lisboa,3,,Travessa do Judeu,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-a-sagrada-familia-no-regresso-do-egitosao-marcal-tv-judeu-3,,,,,,,,,,,,,PT,,,,,,,~1755-1790,,,,,,,,,,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,node,6264311863,38.711894,-9.1514837,,Registo de azulejos com Nossa Senhora da Conceição,Lisboa,63,,Rua da Cruz dos Poiais,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-nossa-senhora-da-conceicao-r-cruz-dos-poiais-63,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pr [=Por?] / A santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,node,6264315174,38.7073728,-9.1576735,,Registo de azulejos com Nossa Senhora de Penha de França,Lisboa,42,,Rua do Guarda-Mor,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-nossa-senhora-de-penha-de-franca-r-guarda-mor-42-44,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.A S.A / DE PENHA / DE FRANÇA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,node,6265437748,38.7129963,-9.1439129,,Registo de azulejos com São Marçal / Regresso do Egito / Santo António,Lisboa,11,,Travessa da Queimada,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-s-marcalregresso-do-egitostoantonio-tv-queimada-11,,,,,,,,,,,,,PT,,,,,,,~1790-1810,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,node,6265523554,38.7123315,-9.1258854,,Registo votivo da Aparição de Nossa Senhora da Nazaré a Dom Fuas Roupinho,Lisboa,10,,Beco do Mequinez,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-votivo-da-aparicao-de-na-sra-da-nazare-a-d-fuas-roupinho-beco-maquinez-10,,,,,,,,,,,,,PT,,,,,,,C18,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,node,6265544740,38.7123035,-9.1276691,,Registo votivo na fachada da Igreja de Santo Estêvão,Lisboa,,,Largo de Santo Estêvão,,,,,,,,artwork,,,,,,,,,,,,,,PT,,,,,,,C18,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,Igreja de Santo Estêvão,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,node,6265580716,38.7117743,-9.15036,,Registo de azulejos com a Sagrada Família no Regresso do Egipto,Lisboa,16,,Rua do Vale,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-a-sagrada-familia-no-regresso-do-egipto-r-vale-16,,,,,,,,,,,,,PT,,,,,,,C18,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,node,6265599370,38.7119884,-9.1516896,,Registo de Azulejos com Cristo carregando a Cruz,Lisboa,6,,Travessa da Peixeira,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-cristo-carregando-a-cruz-tv-peixeira-6,,,,,,,,,,,,,PT,,,,,,,~1750-1760,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,node,6265647753,38.711909,-9.1518792,,Registo de Azulejos com Cristo morto nos braços de Sua Mãe,Lisboa,52,,Rua da Paz,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-cristo-morto-nos-bracos-de-sua-maepieta-rpaz52,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,Pietá,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I.N.R.I.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,node,6265658702,38.711916,-9.128729,,Registo de azulejos com Nossa Senhora da Conceição/São Marçal,Lisboa,2,,Beco Almotacé,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-nossa-senhora-da-conceicaosao-marcal-beco-almotace-2,,,,,,,,,,,,,PT,,,,,,,C18,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,node,6265677290,38.7115958,-9.1436921,,Registo de azulejos com Nossa Senhora do Rosário/São Marçal,Lisboa,48,,Rua do Norte,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-nossa-senhora-do-rosariosao-marcal-r-norte-48-52,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,node,6265686259,38.7143423,-9.1453512,,Registo de azulejos com São Marçal,Lisboa,209,,Rua da Atalaia,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-sao-marcal-r-atalaia-209,,,,,,,,,,,,,PT,,,,,,,C18,,,,,,,,,,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. MARCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,node,6265695194,38.7120372,-9.1292765,,Registo de azulejos com São Marçal,Lisboa,39,,Rua Castelo Picão,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-com-sao-marcal-r-castelo-picao-39,,,,,,,,,,,,,PT,,,,,,,1737,,,,,,,,,,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. / MARÇAL / anno / de 1737.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,node,6265711818,38.7113782,-9.1440821,,Registo de azulejos de Alminhas,Lisboa,28,,Rua do Diário de Notícias,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-azulejos-de-alminhas-rua-d-noticias-28,,,,,,,,,,,,,PT,,,,,,,C18,,,,,,,,,,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.N.A.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,node,6265737005,38.7114302,-9.1392104,,"Registo publicitário em azulejo ao ""Sabonete Santa Iria""",Lisboa,,,Rua da Assunção,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-publicitario-em-azulejo-ao-sabonete-santa-iria-no-edificio-dos-antigos-armazens-grandel,,,,,,,,,,,,,PT,,,,,,,1(8?)91,,,,,,,,,No Edifício dos Antigos Armazéns Grandela,,A. J. Gameiro,publicity,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,node,6265740173,38.7128446,-9.1257369,,Registo votivo da Sagrada Família no Regresso do Egipto,Lisboa,1,,Escadinhas dos Remédios,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-votivo-da-sagrada-familia-no-regresso-do-egipto,,,,,,,,,,,,,PT,,,,,,,1757,,,,,,,,,,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,node,6265749799,38.7117267,-9.1280544,,Registo votivo de cristo Crucificado ladeado por Nossa Senhora da Conceição e Nossa Senhora do Carmo,Lisboa,12,,Rua da Regueira,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-votivo-de-cristo-crucificado-ladeado-por-na-sra-conceicao-e-na-sra-carmo-r-regueira,,,,,,,,,,,,,PT,,,,,,,C18,,,,,,,,,,,,religious,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,node,6265756140,38.7130879,-9.1258174,,Registo votivo de São Marçal e Santo António com o Menino,Lisboa,145,,Rua dos Remédios,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-votivo-de-s-marcal-e-sto-antonio-com-o-menino-r-remedios-145,,,,,,,,,,,,,PT,,,,,,,1749,,,,,,,,,,,,religious,,memorial,tile,,,,,,,,,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANNO/DE 1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,node,6265812801,38.711777,-9.1303688,,Registo de Santa Luzia,Lisboa,,,"Largo de Santa Luzia,",,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/registo-de-santa-luzia-na-fachada-sul-da-igreja-de-santa-luzia,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,Registo de Santa Luzia na fachada Sul da Igreja de Santa Luzia,,,religious,,artwork,tile,,,,,,,,Igreja de Santa Luzia,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,node,6265812802,38.7117684,-9.1303793,,"Painel de Azulejos ""Terreiro do Paço""",Lisboa,,,Largo de Santa Luzia,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/paineis-de-azulejos-conquista-de-lisboa-e-terreiro-do-paco-na-fachada-sul-da-igreja-sta-luzia,,,,,,,,,,,,,PT,,,,,,,C20,,,,,,,,,,,,history,,memorial,tile,,,,,,,,Igreja Sta. Luzia,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TERREIRO DO PAÇO / .NOS COMEÇOS DO SECVLO XVIII.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,node,6265812803,38.7118566,-9.1302164,,"Painel de Azulejos ""Conquista de Lisboa""",Lisboa,,,Largo de Santa Luzia,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/paineis-de-azulejos-conquista-de-lisboa-e-terreiro-do-paco-na-fachada-sul-da-igreja-sta-luzia,,,,,,,,,,,,,PT,,,,,,,C20,,,,,,,,,,,,history,,memorial,tile,,,,,,,,Igreja Sta. Luzia,mural,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CONQVISTA DE LISBOA EM 1147 / Qvando os movros fechavam a porta do castello precipi- / tadamente, Martim Moniz, portvgvez destemido, atravessov- / se n'ella para dar passagem, morrendo gloriosamente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,node,6265827941,38.7127819,-9.1389835,,Painéis de Azulejos do Antigo Animatógrafo do Rossio,Lisboa,225,,Rua dos Sapateiros,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/paineis-de-azulejos-do-antigo-animatografo-do-rossio,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,,,art_nouveau,,artwork,tile,,,,,,,,Animatógrafo do Rossio,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,node,6266017524,38.7156042,-9.1640666,,Painel de Azulejos Arte Nova,Lisboa,1,,Rua Ferreira Borges,,,,,,,,artwork,http://www.cm-lisboa.pt/equipamentos/equipamento/info/painel-de-azulejos-arte-nova-em-edificio-na-esquina-da-r-saraiva-carvalho-com-a-r-ferreira-borges,,,,,,,,,,,,,PT,,,,,,,1910-1912,,,,,,,,,,,,art_nouveau,,artwork,tile,,,,,,,,,mural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
